id	wikidata	ipni	zoobank	formerIds	family	given	suffix	born	died	activeFrom	activeTo	groups	source
wd:Q25451409	Q25451409		E08127A8-5783-41A5-82EB-E085FD037B01		Di Giulio	Andrea		2000					wikidata
wd:Q25451651	Q25451651		91D5DFA9-E28A-4DCA-A6A0-D05E125BD22D		Starý	Petr		1933					wikidata
wd:Q25455083	Q25455083	33148-1			Frenzel	Johannes		1858	1897			Algae|Fungi	ipni
wd:Q2546295	Q2546295	35297-1			Chaloner	William Gilbert		1928	2016			Plants|Fungi	ipni
wd:Q2546434	Q2546434	1010-1			Botschantzev	Victor Petrovič		1910	1990			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q2546582	Q2546582							1921	2013				wikidata
wd:Q2546681	Q2546681				Granger			1872	1941				wikidata
wd:Q2547356	Q2547356	24025-1			Neuhoff	Walther		1891	1971			Fungi	ipni
wd:Q2547407	Q2547407	8773-1			Rytz	August Rudolf Walther		1882	1966			Fungi	ipni
wd:Q25475731	Q25475731		9497DF92-39E7-4A7F-A957-02DC7319AC2C										wikidata
wd:Q2547723	Q2547723	17101-1			Chase	Mark Wayne		1951				Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q2547765	Q2547765	18337-1			Earle	Franklin Sumner		1856	1929			Angiosperms|Gymnosperms|Fungi	ipni
wd:Q2548385	Q2548385	27122-1			Stalpers	Joost A.		1947				Fungi	ipni
wd:Q25510477	Q25510477		11328786-06B9-42F5-B54F-212F7FB8A931			Myron		1964					wikidata
wd:Q25525598	Q25525598		469C3CBE-ED3E-4A2A-ACB3-56A7FCCA3A1D			Marcos							wikidata
wd:Q25525604	Q25525604		62F8C210-A2AE-4472-90C0-9EE2DE455DFF		Norman	Janette							wikidata
wd:Q25525610	Q25525610					Hans							wikidata
wd:Q25525725	Q25525725	20034783-1			Ariyawansa	A.D.				2012	2012	Fungi	ipni
wd:Q25525755	Q25525755		7F47F627-9135-40FE-AB93-F650FF0CF7D7		Doucet	Stéphanie							wikidata
wd:Q25525773	Q25525773		534DC05B-D092-44FC-8302-E77E5A5A5B85		Reddy	Sushama							wikidata
wd:Q25525869	Q25525869		9BDA4D30-FF6B-44DD-81C6-929CA116F838		Vinther	Jakob							wikidata
wd:Q25525882	Q25525882		E5C1CD47-5857-403B-BC67-52BC35E514F3		Fanti	Federico							wikidata
wd:Q25525900	Q25525900		E3FBDA86-5324-4242-B584-6DB75A53136B		Miyashita			1986					wikidata
wd:Q25525914	Q25525914		8B150C44-9B19-459D-8133-3730BDBA9ACC		MacFadden	Bruce		1949					wikidata
wd:Q25525923	Q25525923		4DB3C788-6D88-4DCD-94F9-C9E6B5ED5138		Velez Juarbe	Jorge							wikidata
wd:Q25526038	Q25526038		5D9C5BE2-9EEF-4E4C-A728-D35150DF9071			Jennifer							wikidata
wd:Q25526054	Q25526054		4E003B20-C202-4977-BDB7-33C27D5CCCCB			James							wikidata
wd:Q25526075	Q25526075		D3335E0B-993A-4A8F-A91A-FB4FAD7E2334		Pasquet	Éric							wikidata
wd:Q25531375	Q25531375		A74E4A9A-E62E-46A1-AE87-8DED48B64D7A		Davenport	Chris							wikidata
wd:Q25531767	Q25531767	20035822-1			Anderson	F.L.				2016	2016	Fungi	ipni
wd:Q25537297	Q25537297		DE31A111-87AE-4F7C-8C9D-0A793EAF8835										wikidata
wd:Q25539274	Q25539274	15885-1			Beijerinck	Martinus Willem		1861	1931			Viruses|Plants|Algae|Fungi	ipni
wd:Q25541735	Q25541735		E0D480F6-9FF8-41B4-ADA8-275572C1242A			Peter		1958					wikidata
wd:Q2556630	Q2556630	16309-1			Bolton	James		1735	1799			Pteridophytes|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q25577807	Q25577807		3D43005D-94EB-4703-B08E-665038A7C18E			Matúš							wikidata
wd:Q25577808	Q25577808		39550B03-2A4C-4BA1-877D-00F15999FD33		Benedek	Balázs							wikidata
wd:Q25577809	Q25577809		7A302890-24B2-4DB0-A910-B12ABB33A6D0			Rodrigo							wikidata
wd:Q25577810	Q25577810		6533715D-0789-401A-BFFD-91ABDB36428B			Andrea							wikidata
wd:Q25577811	Q25577811		6FA44B89-67C1-47D0-ADC9-77EC2A1DD61B			Albert		1982					wikidata
wd:Q25577812	Q25577812		CB10496C-CF3D-4AF1-A2DA-8FE77399575F			Manuel							wikidata
wd:Q25577814	Q25577814		9227AE1D-E9CD-44E6-9176-D18174E511C4		Greń	Czesław							wikidata
wd:Q25577816	Q25577816		DA0790FB-C7C8-4482-91FC-1B485AEF4194		Karpiński	Lech Miłosz							wikidata
wd:Q25577817	Q25577817		2C06A466-EE65-4E80-9961-C8C72EED3B12		Süer	Serdar							wikidata
wd:Q25577818	Q25577818		B66428C0-6ABB-4C12-ABC9-91148602809C			Julie							wikidata
wd:Q25577819	Q25577819					Juan Ignacio							wikidata
wd:Q25577820	Q25577820		899D519D-AE59-480F-963E-8C92D055C851			Mario		1992					wikidata
wd:Q25577821	Q25577821		C479287A-698A-42B4-BA0A-04FED2272EE0		Müller	Ole							wikidata
wd:Q25577824	Q25577824		967A7F35-68EB-4F1A-9081-E1FB146C0D2C			Luciana							wikidata
wd:Q25577825	Q25577825	20039885-1			Pykälä	Juha		1961		2017	2017	Fungi	ipni
wd:Q25577826	Q25577826		9BE334B3-DB22-4359-83DC-18A6A312546F			Enrique							wikidata
wd:Q25577827	Q25577827		13E8B463-8AB4-4E22-945F-6BC41767488F			Růžena		1961					wikidata
wd:Q25577830	Q25577830		70BABB36-C41F-4768-8E9F-B137538A0903			Laura							wikidata
wd:Q25577831	Q25577831		43E6AABF-0C5D-4F16-85A5-F33EED26FDC3			Albert František		1995				Animals|Insects	wikidata
wd:Q25577834	Q25577834		05A30CA0-DD93-48CC-BC04-E7042E691FFA		Valdez	Alejandro							wikidata
wd:Q25577835	Q25577835		D84E487F-150B-479C-855F-034CEEC79762			Magdalena							wikidata
wd:Q25577836	Q25577836		75FC7605-4DE9-4070-AEA0-5BFAF88E8C6E			Matúš							wikidata
wd:Q25577837	Q25577837		DE479ACA-6E02-48BA-86EC-4BD8D4DC5E05			Tatiana							wikidata
wd:Q25577842	Q25577842		F2D2D37F-9592-4480-88E8-4DF73FA6C00B		Nedvěd	Oldřich		1965					wikidata
wd:Q25577843	Q25577843		3948EC56-4B46-47F9-9DF3-CEE2E3BCCA6A			Radim							wikidata
wd:Q25577846	Q25577846		F9A55D55-A67B-4243-83FB-AD778F13E070			Roberto							wikidata
wd:Q25577847	Q25577847		606A29A0-E560-4FC7-A4F2-37E85314153D			Marina							wikidata
wd:Q25577849	Q25577849		A593305D-2FDB-4077-9731-BBD5514BB4F8			Jairo							wikidata
wd:Q25577850	Q25577850		CEDBA33A-AA76-4CD7-89EF-1EEEC00B1E42		Królik	Roman							wikidata
wd:Q25577853	Q25577853		73E6741F-1158-4656-A9C6-71D85D9E5E4B			Jana							wikidata
wd:Q25577854	Q25577854		D3503353-BDBF-4012-8C6C-4E225FB2BCDD			María							wikidata
wd:Q25577855	Q25577855		F499B99D-EAFA-42B7-83E3-CC6ECAE9626B			Luis							wikidata
wd:Q25577857	Q25577857		E40EDB5B-E07C-4CC3-802D-1264712DE79D			Kristína							wikidata
wd:Q25577858	Q25577858		8D6A1FDB-06AB-44A7-B1F9-3FC86B7C9804			Zuzana							wikidata
wd:Q25577864	Q25577864		D29552AF-EAFA-40E9-A2F3-D15F0093ECE7			Zuzana							wikidata
wd:Q25577866	Q25577866		9CEC0E73-BEF4-44D9-B749-A2A50F6AB613					1962					wikidata
wd:Q25577867	Q25577867		FEEA0788-6BB2-4EA6-97A1-39430DAD3054			Andrea							wikidata
wd:Q25577872	Q25577872		D261D87C-29A2-4295-B8F3-EDA680623386			Ivana							wikidata
wd:Q25577874	Q25577874		F2AF610E-7CF0-45F4-8562-CF4CEFCC52EC										wikidata
wd:Q25577876	Q25577876		0EC71A47-C1C7-47B0-9D0E-C6BFF6A32C65			Leonardo Henrique							wikidata
wd:Q25577877	Q25577877		CADE0CEE-4413-4919-BBA7-9B1AE962249A			Rafael							wikidata
wd:Q25577878	Q25577878		4034BCF3-1F23-4958-A276-C205BB16B987			David							wikidata
wd:Q25577881	Q25577881		C4B6AFB2-6F27-4CB0-9783-DBF25377A916		Soto-Acuña	Sergio							wikidata
wd:Q25577882	Q25577882		88E896AA-1EFC-4A25-8568-6258F92DD6EA			Susana							wikidata
wd:Q25577883	Q25577883		07FCF9AB-21F5-4100-A517-1D5DF182CC66			Iosif		1935	1999				wikidata
wd:Q25577884	Q25577884		7ABC16AE-B176-4D4E-AA48-EDD6C7F2BD0C			Maíra		1988					wikidata
wd:Q25577888	Q25577888		F36CDB45-468B-4035-A4D9-7A8B24E41FE4			Amanda							wikidata
wd:Q25577889	Q25577889		A8EF7B31-62B3-4B88-90A7-399013CE7D9E		Becker								wikidata
wd:Q25577896	Q25577896		08B9D6B6-BC12-4D9E-A981-ED796914E1A3		Soler	Rodrigo							wikidata
wd:Q25577897	Q25577897		06C7A01C-5944-47A1-B431-03E871987A99		Nyári	Árpád S. Stefan							wikidata
wd:Q25583322	Q25583322	18259-1			Duhem	Bernard		1964	2016	1989	1989	Fungi	ipni
wd:Q2559115	Q2559115	735-1			Bessa	Pancrace		1772	1846	1806	1838	Angiosperms|Gymnosperms	ipni
wd:Q2560376	Q2560376	5900-1			McClelland	John		1805	1883			Plants|Angiosperms|Gymnosperms|Fungi|Chordates	ipni
wd:Q2560760	Q2560760		0D14D6C4-9EF2-4ED8-A102-4D7F04940F0F		Guérin	Félix		1799	1874			Insects	wikidata
wd:Q2562047	Q2562047				Wroughton	Robert Charles		1849	1921				wikidata
wd:Q2562342	Q2562342	25520-1			Reppenhagen	Werner		1911	1996			Angiosperms|Gymnosperms	ipni
wd:Q256288	Q256288	7349-1			Parkinson	John		1567	1650				ipni
wd:Q25639998	Q25639998		ED613B84-2827-4318-AA56-BBEF4F7C1000			Martha Angélica							wikidata
wd:Q25639999	Q25639999		270DEC5B-73CE-460E-80EC-D59DB1995054			Adrián							wikidata
wd:Q25640000	Q25640000		3F365B13-7DB6-465A-843A-340198CEDA1F			Peter							wikidata
wd:Q25640008	Q25640008		B4212D22-1D1B-48E9-8ABB-C1D1E05573EF		Girone	Angela							wikidata
wd:Q25640010	Q25640010		CDC2233A-9179-41EF-908A-89A550518579			Rolf							wikidata
wd:Q25640012	Q25640012		673D5ACA-8194-466E-B446-CC6BA756F6D7		Vinasco	Andrés Felipe							wikidata
wd:Q2564101	Q2564101				Holbrook	John Edwards		1794	1871			Animals	wikidata
wd:Q2564301	Q2564301	17712-1			Dasgupta	S.N.		1887	1952	1953	1953	Fungi	ipni
wd:Q256452	Q256452	9680-1			Simpson	Charles Torrey		1846	1932			Angiosperms|Gymnosperms	ipni
wd:Q2564623	Q2564623	7533-1			Perrier de la Bâthie	Joseph Marie Henry Alfred		1873	1958			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q25647466	Q25647466		D3E62D73-CD63-4EA6-B987-CCBB9481BE94		Bonde	Niels							wikidata
wd:Q25649283	Q25649283		275A386E-E0A5-42E6-91BD-A5A2D427D3C5			Daniela							wikidata
wd:Q25652144	Q25652144	40557-1			Sağıroğlu	Mehmet				2002	2002	Angiosperms|Gymnosperms	ipni
wd:Q25652164	Q25652164		9D689D6B-4A1F-4AAF-86DA-3A450E49D92A			Juan José							wikidata
wd:Q25652167	Q25652167		4C424CA9-286A-43DD-9740-122F14016B37		Lombardo	Francesco							wikidata
wd:Q25654361	Q25654361		031A0794-6F4C-40EF-BAC1-1E7E3E1AC55A			Leonardo							wikidata
wd:Q25659608	Q25659608	38443-1			Banks	David P.				1998	1998	Angiosperms|Gymnosperms	ipni
wd:Q25662096	Q25662096	10164-1	554E18AE-CC63-4272-95A4-9E6A81A45875		Stokes	Alfred		1846	1926			Algae	wikidata
wd:Q25662101	Q25662101		9EB3BA08-5E8E-420C-9B3D-F40E308086D8		Smit	Nico J.							wikidata
wd:Q25664279	Q25664279		7E0FCB8F-C1C8-4C97-BFB2-693A2DA10A54		Shimano	Satoshi		1968				Protists|Arachnids	wikidata
wd:Q25664281	Q25664281		0CBAC9E9-7D1D-4441-B987-D1071448BDBE			Gustavo							wikidata
wd:Q25664888	Q25664888		EBB32AF8-6A45-4AB9-8131-24812F916E99		Shaw	Mark Robert							wikidata
wd:Q2566984	Q2566984	4798-1			King	George		1840	1909			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q25671925	Q25671925		9E481C14-3CCD-422B-B2A4-2C14F8FE9576		Bird	Matthew							wikidata
wd:Q25673325	Q25673325	33128-1			Fonseca	Olympio Oliveira Ribeiro da		1895	1978			Algae|Fungi	ipni
wd:Q2567402	Q2567402	12361-1			Britton	Elizabeth Gertrude		1858	1934			Plants|Bryophytes|Pteridophytes|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q25674067	Q25674067		E2AB85A3-FBA5-4292-8213-4199F946F0A2		Thorpe	Stephen Ernest		1970	2024				wikidata
wd:Q2567414	Q2567414	12331-1			Bachteev	Fatikh Khafizovich		1905	1982			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q25674160	Q25674160		03FB31CB-02C1-4BE6-9353-8B9725136FD5		Madl	Michael		1957					wikidata
wd:Q25674556	Q25674556		28AA7D67-3C9D-495E-8C17-33D35F1A0FAC		Carvalho	Leonardo							wikidata
wd:Q25675293	Q25675293		3DD227A9-F54D-4821-94FA-86C02127408F										wikidata
wd:Q25679534	Q25679534							1913	1988				wikidata
wd:Q25680183	Q25680183		ECD98D5F-55C7-45E6-9F43-AB9BDCBC7EB6		Waltz	Brandon							wikidata
wd:Q25690	Q25690	8752-1			Russell	John		1766	1839			Angiosperms|Gymnosperms	ipni
wd:Q25692969	Q25692969		AD4DDA4E-44EB-48CD-BD28-EDDDB8059B46										wikidata
wd:Q25692983	Q25692983		41D264F3-F4E0-41C6-A656-AECD4A92B8FA			Antônio José							wikidata
wd:Q25692984	Q25692984		D36182A1-6258-44D3-83FA-7C1E4FDC127F		Markham	John							wikidata
wd:Q25692987	Q25692987	20061432-1			Febvre	Jean		1940	2006			Algae	ipni
wd:Q2570210	Q2570210	26185-1			Savi	Gaetano		1769	1844			Plants|Bryophytes|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q25704199	Q25704199		8DC59BB7-3165-4CA8-8609-005871E6002B			Jean-Paul		1950					wikidata
wd:Q25706403	Q25706403		219049BC-DAF4-4DF1-BC66-5F476D4DBF67		Murphy	William							wikidata
wd:Q25706530	Q25706530		5C3B1F10-6847-48F6-BD9E-BF3CB602CC2B			Gerard		1946					wikidata
wd:Q25706581	Q25706581		14413BF7-244A-47CE-B7EC-8DA4DCF1D5F3			Theo							wikidata
wd:Q25707173	Q25707173		A72B34DF-F4D3-4EAF-B63B-641E47692B16										wikidata
wd:Q25707174	Q25707174		6BD1D9C0-2986-4A86-B3AF-33B117D092A0		Gonzalez	Brett							wikidata
wd:Q25707175	Q25707175		F887D1A9-196D-4B81-A6E4-DBBC536178D0		Parey	Sajad Hussain							wikidata
wd:Q25707176	Q25707176		0DBC2D25-F1D3-42DC-8FFD-0C97755CF20A										wikidata
wd:Q25707180	Q25707180		7B2F8406-4D68-4D40-9CDA-AA7238ECB7AE			Filipe							wikidata
wd:Q25711236	Q25711236		64BD2125-3496-4539-87EE-E9F8B174C4D3			Jonathan							wikidata
wd:Q25711264	Q25711264		5FF40A00-4474-43FE-B174-B760DFA2EB98		Young	Andy							wikidata
wd:Q25711382	Q25711382		2F3B2A4B-5179-4B18-8EFD-B9DF517405D9		Riera	Rodrigo							wikidata
wd:Q2571256	Q2571256	29920-1			Krutzsch	Wilfried		1928	2022			Plants|Algae|Bryophytes|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q25712851	Q25712851		1515ACB7-AEA1-4754-957E-AC0C81100072			Carlos							wikidata
wd:Q25712852	Q25712852		C6B9FEA8-C1FB-4A60-B8D9-DA597A22062E			Basil Georgios		1929	2015			Chordates	wikidata
wd:Q25712854	Q25712854		1FD9B941-088A-4D4D-9DA4-0C04956F94ED			Carlos Eduardo							wikidata
wd:Q25712855	Q25712855		50AF27C4-1971-46C2-8F85-B2BA5D851238			Edwin							wikidata
wd:Q25712856	Q25712856		DF3A5C8A-D233-47ED-B00B-8874F548B3A5			Gert		1965					wikidata
wd:Q25712858	Q25712858		103D616E-376B-4AB0-A314-999DCC68E8AA		Ekins	Merrick		2000					wikidata
wd:Q2571300	Q2571300	23612-1			Morawetz	Wilfried		1951	2007			Angiosperms|Gymnosperms	ipni
wd:Q25713853	Q25713853	40009-1			Marcus	Jeff				2002	2002	Angiosperms|Gymnosperms	ipni
wd:Q25713860	Q25713860	33199-1			Larsen	Jacob				1987	1987	Algae	ipni
wd:Q2571714	Q2571714	20007903-2			Andreae	Wilhelm		1895	1970			Angiosperms|Gymnosperms	ipni
wd:Q2571781	Q2571781	2106-1	9AE866A0-F2A1-454E-A818-2CA360268E50		Delle Chiaje	Stefano		1794	1860			Algae|Angiosperms|Gymnosperms|Fungi	wikidata
wd:Q25720474	Q25720474		23BD4C13-0442-40E6-8E7A-D3388185D5A4		Vink	Cor							wikidata
wd:Q2572302	Q2572302	28402-1			Vittadini	Carlo		1800	1865			Fungi	ipni
wd:Q2572317	Q2572317	2303-1			Dransfield	John		1945				Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q2573873	Q2573873	5183-1			Lachmann	Heinrich Wilhelm Ludolf		1801	1861			Angiosperms|Gymnosperms	ipni
wd:Q2573976	Q2573976				Ascanius	Peder		1723	1803				wikidata
wd:Q2574012	Q2574012	7565-1			Petermann	Wilhelm Ludwig		1806	1855			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q2574225	Q2574225	39320-1			Micholitz	Wilhelm		1854	1932			Angiosperms|Gymnosperms	ipni
wd:Q2574392	Q2574392	32928-1			Dietrich	Wilhelm Otto		1881	1964			Algae	ipni
wd:Q2575266	Q2575266	10146-1			Stiehler	August Wilhelm		1797	1878				ipni
wd:Q2575289	Q2575289	10210-1			Strecker	Wilhelm		1858	1934			Angiosperms|Gymnosperms	ipni
wd:Q25754473	Q25754473		F6F01EDB-5E39-45F0-AE59-81D8155E9FBA		Wagner	Grzegorz							wikidata
wd:Q2575794	Q2575794	15816-1			Bausch	Wilhelm		1804	1873			Fungi	ipni
wd:Q2575829	Q2575829	12103-1			Brehmer	Wilhelm Georg Baptist Alexander von		1883	1959			Angiosperms|Gymnosperms	ipni
wd:Q2576017	Q2576017	8251-1			Reichenau	Wilhelm von		1847	1925			Angiosperms|Gymnosperms	ipni
wd:Q257668	Q257668	20019302-2			Edwards	George		1694	1773	1709	1773	Angiosperms|Gymnosperms|Chordates	ipni
wd:Q2577453	Q2577453				Sauter	Willi		1928	2020				wikidata
wd:Q25778301	Q25778301		3E8E3E11-0D82-409B-9896-F6DDC69CED05					2000					wikidata
wd:Q25778303	Q25778303		9C0CEFDC-CBA9-4F56-9411-7068614F157B			Elizabeth							wikidata
wd:Q25778304	Q25778304		E68E59F7-E5E2-4305-817E-F9AE7F4AB715		Simon	Eric							wikidata
wd:Q25778305	Q25778305		9DBF0894-16E9-4887-9BA9-0CF454E140EE			Martin							wikidata
wd:Q25778306	Q25778306		34E51716-A0C4-46F1-8729-79022E74DA13			Jerome							wikidata
wd:Q25778307	Q25778307		E2AA14CA-0C44-482B-9936-6ACE9B157DC8			Bernard							wikidata
wd:Q25778309	Q25778309		09EED63B-6491-461D-8C07-47F9120924C9		Pérez	Adán							wikidata
wd:Q25778310	Q25778310		CF3C1B2A-2DB9-417E-8E0A-6FFA1F86C5B6			Ignacio							wikidata
wd:Q25778311	Q25778311		BFB28827-41EE-40A1-8EAC-094365704687			Larisa							wikidata
wd:Q25778312	Q25778312		C87D448C-145E-4AC5-8F52-2AC243574580		Sontag	Elżbieta Teresa							wikidata
wd:Q25778313	Q25778313		BD2C82CE-BE2B-4F2D-A7D7-45F2152EEF39		Urbanek	Aleksandra							wikidata
wd:Q2578675	Q2578675		442F2F42-477B-41E6-9A3C-D73D3DF8C278		Ritter	William		1856	1944				wikidata
wd:Q2579125	Q2579125	3679-1			Harris	William H.		1860	1920			Angiosperms|Gymnosperms	ipni
wd:Q2579338	Q2579338	13408-1			Houstoun	William		1695	1733			Angiosperms|Gymnosperms	ipni
wd:Q25796184	Q25796184		7BA92FFA-C159-4E5F-8E51-2C92EA3E597D		Cardona	Anderson							wikidata
wd:Q25796321	Q25796321		F9EBC7D0-716E-431F-92AB-9886234CFFF2		Araújo	Maria Lúcia							wikidata
wd:Q25796322	Q25796322		A504501E-3125-4F90-ABA6-AF68F435F26B		Concha	Francisco							wikidata
wd:Q25796323	Q25796323		D84421CD-B85E-42CB-B227-9C442C6F8C63		Martínez	Pablo							wikidata
wd:Q25796328	Q25796328		58045338-6F07-4185-97F4-1A8B331ABFF3			João							wikidata
wd:Q25796330	Q25796330	36179-1			Walsh	Gerry F.				1993	1993	Angiosperms|Gymnosperms	ipni
wd:Q25796331	Q25796331		B0DA3777-8FDF-4CCB-A33D-8139F1737E23		Jeffries	William							wikidata
wd:Q25796333	Q25796333		F3E5891D-F0C3-47B6-9E09-E3306167E49D										wikidata
wd:Q25796334	Q25796334				Ranganath	H. R.				2016	2016		wikidata
wd:Q25796335	Q25796335		09C69DB3-CABE-46E8-A472-F0D33C12BEB1		Silva	Fabio							wikidata
wd:Q25796336	Q25796336		BF178A19-DFF7-49C0-8585-CA654C18CF23										wikidata
wd:Q25796337	Q25796337		9AF6DB70-63F9-4DAF-9947-CF944D241B1C		Szczepański	Wojciech							wikidata
wd:Q25796338	Q25796338		B12882C5-E8CA-4A92-B400-42FB6CEF5A0B										wikidata
wd:Q25796339	Q25796339		EFEEF44B-9523-412E-81F5-191FE3A3C181		Guerra	Ana							wikidata
wd:Q25796341	Q25796341		96E6BA88-78E2-42E5-AEC5-0A6DD466D4C1					1903	1944			Chordates	wikidata
wd:Q25796343	Q25796343	40092-1			Selvi	Bedrettin		2002		2002	2002	Angiosperms|Gymnosperms	ipni
wd:Q25796344	Q25796344	38829-1			Güner	M.B.				1999	1999	Angiosperms|Gymnosperms	ipni
wd:Q25796346	Q25796346		7099B438-4BA2-4B47-95FF-BFFDFE325F73		Jorge	Isaac							wikidata
wd:Q25796347	Q25796347	40495-1			Maroofi	Hossein				2002	2002	Angiosperms|Gymnosperms	ipni
wd:Q25796351	Q25796351		1AE98C46-FBBB-4054-89DB-83DA646229E9		O'Neill	Joseph							wikidata
wd:Q25796352	Q25796352		B1CC2139-72BF-432F-9E66-6DC8D263918B										wikidata
wd:Q25796353	Q25796353		BC933123-529E-4845-A699-56E2CCA59A28		Fisher	Danielle							wikidata
wd:Q25796354	Q25796354	36700-1			Goldman	Douglas H.		1969		1995	1995	Angiosperms|Gymnosperms	ipni
wd:Q25796357	Q25796357		053584B0-FF18-4DB1-B1FB-DD5B1598A848										wikidata
wd:Q25796358	Q25796358		986C5DD9-24AB-4A12-B8FB-3AC6BD198A8F										wikidata
wd:Q25796363	Q25796363		430B96C4-79F8-4997-AAA4-61289FC08E1D			Pedro							wikidata
wd:Q25796367	Q25796367		6F06D684-63A0-4B83-9E5D-1000DDBB55AF		Rando	Juan Carlos Juan							wikidata
wd:Q25796369	Q25796369		3DF26E3B-AE64-4E15-A067-96CF6C7DF5A1		Smyth	David Mark							wikidata
wd:Q25796370	Q25796370		B88028D1-94F1-44D5-85B1-16D480993B44		Robles	María del Rosario							wikidata
wd:Q25796372	Q25796372		AF189C2B-E9B0-427F-9FFB-97C0A4EEB199			Diogo							wikidata
wd:Q25796373	Q25796373		3E3B00F4-F08E-4058-AAAD-3B8B8A11E771		Mertens	Johan		1947					wikidata
wd:Q25796374	Q25796374		9EDE2948-8BE7-4B09-9427-A3B5DC885E54			Igor							wikidata
wd:Q25796375	Q25796375	38730-1			Bailey	R.H.				1989	1989	Angiosperms|Gymnosperms	ipni
wd:Q25796376	Q25796376	20035852-1			Page	Frederick Clement		1926				Fungi	ipni
wd:Q25796379	Q25796379	20024836-1			Alvarado Reyes	Ernesto		1984		2013	2013	Angiosperms|Gymnosperms	ipni
wd:Q25796390	Q25796390		AAF49692-EB72-4A08-A9A0-EFF74137551B		Squires	Richard							wikidata
wd:Q25796394	Q25796394		79BCCF99-47FE-4FE7-9077-A2ADCA45130D		Nascimento	Francisco Eriberto							wikidata
wd:Q25796396	Q25796396	20039176-1			Lőkös	László (S.)		1959				Fungi	ipni
wd:Q25796399	Q25796399	20038571-1			Welz	R.				2014	2014	Fungi	ipni
wd:Q25796400	Q25796400		63A9A0F0-7C99-4419-8449-7506664D4766			Rafael							wikidata
wd:Q25796404	Q25796404		E110101E-5E24-4D83-BE03-63619B1D8D5F		Snyder	Bruce							wikidata
wd:Q25796405	Q25796405		799DF5B9-9085-4E58-BE36-371CFADED8AA			Ivan							wikidata
wd:Q25796408	Q25796408												wikidata
wd:Q25796413	Q25796413		5D83BE69-7D0F-4D10-88BA-4A23E63DBCCB										wikidata
wd:Q25796418	Q25796418		830F53B6-851B-4B81-9B94-F43A0B9954BC										wikidata
wd:Q25796419	Q25796419		54A34CC3-99A3-4961-8C68-64F6C2C0C100										wikidata
wd:Q25796420	Q25796420		39938BFC-D21F-473F-A117-6A0898C9F8E3		Bowles	David							wikidata
wd:Q25796423	Q25796423	20081097-1			Hollande	André		1913	1998			Algae	ipni
wd:Q25796424	Q25796424		34598A1D-34AB-4ADD-A727-E9FB6DA58F24										wikidata
wd:Q25796426	Q25796426		8B134CF6-D1DD-4DD2-B3B9-8AC5E644C5A6		Smith	Geoffrey							wikidata
wd:Q25796427	Q25796427		BF62F91D-F545-4666-9EDB-4D4F7979BBE6		Navarrete	María							wikidata
wd:Q25796430	Q25796430		B9BF2DA6-2431-4081-A07E-5B8E7A5E6D49		Greene	Brian							wikidata
wd:Q25796433	Q25796433		3B955AAE-7B80-4E3C-90CC-67E88F738E7F		Armstrong	Howard							wikidata
wd:Q25796437	Q25796437		DB2B949A-A039-4A5A-9D64-F3FCC4B261A0			Steven							wikidata
wd:Q25796438	Q25796438		2DFB9937-8269-4929-B62C-CC1B33B41D1B		Papadopoulou	Anna							wikidata
wd:Q25796439	Q25796439	20052274-1			Vodopjanova	N.V.				1970	1970	Fungi	ipni
wd:Q25796442	Q25796442		C92E5529-1F97-44BA-9D84-0C255B4DBCC7		Maisch	Michael							wikidata
wd:Q25796443	Q25796443		91144FE3-FEAD-4E9F-BB89-A30DD0F6C512		Meyer	Harry							wikidata
wd:Q25796446	Q25796446		3C9DB6F9-2034-418F-876C-49359D07D29F			Amir							wikidata
wd:Q25796452	Q25796452		78772C41-2744-4BF5-9844-1B7F88E69C86		Rodríguez	Hugo Cesar							wikidata
wd:Q25796454	Q25796454		8F189DD6-54D5-440F-A728-5D320C8CFD85		Walsh	Stephen Joseph		1957					wikidata
wd:Q25796455	Q25796455		B942D49B-3A00-456E-8E90-F3FA45B60212			André							wikidata
wd:Q25796456	Q25796456	20099841-1			Torres González	Teresa Gertrudis		1944				Angiosperms|Gymnosperms	ipni
wd:Q25796457	Q25796457		DC4895B8-EF9E-4B68-82B8-803E306D75C5		Melo	Martim		1973					wikidata
wd:Q25796458	Q25796458		9CB22ADA-5803-4D0E-B673-53F868A1EF1B										wikidata
wd:Q25796459	Q25796459		CC2EBCF5-8D77-477B-AE8B-20EAD2848177			André							wikidata
wd:Q25796460	Q25796460		9A060251-D8FA-4900-9669-41535EC2236D		Jacob								wikidata
wd:Q25796463	Q25796463		C42763AC-A7DA-417C-B4F4-CF80B7F730FF										wikidata
wd:Q25796466	Q25796466		0D8F532C-0583-4094-BF20-F61F39F840E4										wikidata
